"","C1","C2","INT_S1_D0_E1","P_S1_D0_E1","INT_S1_D0_E2","P_S1_D0_E2","INT_S1_D0_E3","P_S1_D0_E3","INT_S1_D0_E4","P_S1_D0_E4","INT_S1_D1_E1","P_S1_D1_E1","INT_S1_D1_E2","P_S1_D1_E2","INT_S1_D1_E3","P_S1_D1_E3","INT_S1_D1_E4","P_S1_D1_E4","INT_S2_D0_E1","P_S2_D0_E1","INT_S2_D0_E2","P_S2_D0_E2","INT_S2_D0_E3","P_S2_D0_E3","INT_S2_D0_E4","P_S2_D0_E4","INT_S2_D1_E1","P_S2_D1_E1","INT_S2_D1_E2","P_S2_D1_E2","INT_S2_D1_E3","P_S2_D1_E3","INT_S2_D1_E4","P_S2_D1_E4","INT_S3_D0_E1","P_S3_D0_E1","INT_S3_D0_E2","P_S3_D0_E2","INT_S3_D0_E3","P_S3_D0_E3","INT_S3_D0_E4","P_S3_D0_E4","INT_S3_D1_E1","P_S3_D1_E1","INT_S3_D1_E2","P_S3_D1_E2","INT_S3_D1_E3","P_S3_D1_E3","INT_S3_D1_E4","P_S3_D1_E4"
"931",4.1,2.8,-26797.6,1,0,0,0,0,56081.9,1,0,0,0,0,0,0,0,0,-21687.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"932",4.1,2.9,0,0,0,0,0,0,4156.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"933",4.1,3,0,0,2597115.5,1,1133522.6,1,0,0,604825.7,1,0,0,732864.8,1,2082290.4,1,0,0,0,0,0,0,0,0,3909.7,1,0,0,897,1,966215.3,1,311194.3,1,163282,1,152027.6,1,160670.5,1,86505.1,1,88744.4,1,95274.4,1,111079,1
"934",4.1,3.1,2507602.8,1,0,0,2929346.8,1,802686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154812.5,1,0,0,0,0,0,0,0,0,575639.1,1,619746.2,1,563658.8,1,1612205.6,1,1521865.1,1,1674017.5,1,1444254.8,1
"935",4.1,3.2,12274.6,1,12461.4,1,21532.8,1,0,0,0,0,0,0,0,0,0,0,61377,1,21388.5,1,33455.2,1,15815.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"936",4.1,3.3,0,0,30496.1,1,0,0,24428.4,1,0,0,21093.9,1,0,0,6226.3,1,25326,1,0,0,18024.6,1,19963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51503.3,1,53845.3,1,-78196.1,1,0,0,0,0
"937",4.1,3.5,-1383.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18929.8,1,0,0,0,0,45887.6,1,0,0,30769.7,1,20271.5,1,0,0
"938",4.1,3.6,34738.6,1,38249.2,1,28201.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56326.4,1,45599.7,1
"939",4.1,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17484.3,1,11057.3,1,16092.2,1,0,0,58351,1,0,0,0,0,34992.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"940",4.1,3.9,70512.4,1,0,0,64047.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"941",4.1,4,75134.8,1,81622.1,1,153534.3,1,0,0,232254.1,1,296375.2,1,279755.7,1,122888.5,1,0,0,7919.8,1,0,0,67584.5,1,210794.9,1,118570.5,1,71966.1,1,165347.5,1,0,0,0,0,0,0,0,0,152657.3,1,0,0,0,0,0,0
"942",4.1,4.1,24176551.4,1,35928524,1,26167350.7,1,37605942.8,1,58464445.2,1,30611109.8,1,28522551,1,209333.4,1,84062.4,1,484741.4,1,435490.5,1,430118.1,1,82015,1,75400.1,1,31543.2,1,135197.4,1,0,0,0,0,551367.2,1,1099416.8,1,3825050.5,1,0,0,3911267,1,155992.4,1
"943",4.1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285.4,1,0,0,0,0,0,0,0,0,1063.9,1,0,0,0,0,427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"944",4.1,4.5,0,0,-1363,1,0,0,35951.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41561.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"945",4.1,4.6,0,0,-19278.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42891.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"946",4.1,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40297.6,1,0,0,0,0,-6730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"947",4.1,4.8,144950,1,142,1,-8743.4,1,0,0,17359,1,-408.5,1,0,0,-5201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50950.7,1,0,0,0,0,-41753.6,1
"948",4.1,4.9,-42978.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55227.6,1,0,0
"949",4.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54500.3,1,0,0,-36695.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"950",4.1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40141.4,1,0,0,-36383.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"951",4.1,5.2,0,0,-55659.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38533.1,1,0,0,0,0,0,0,0,0,-17376.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"952",4.1,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84660.4,1,0,0,0,0,0,0,0,0,0,0
"953",4.1,5.4,0,0,0,0,0,0,-38635.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51807.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66891.3,1
"954",4.1,5.5,0,0,0,0,0,0,-447.1,1,0,0,0,0,0,0,0,0,0,0,0,0,-30457.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"955",4.1,5.6,-25320.7,1,-45123.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"956",4.1,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9679.2,1,-21369.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"957",4.1,5.8,0,0,0,0,0,0,-32080.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58891,1,0,0,0,0,0,0,0,0,0,0,0,0,-30781.8,1
"958",4.1,5.9,-55533.7,1,0,0,0,0,-30217.8,1,0,0,0,0,0,0,0,0,0,0,-15733.9,1,-22233.7,1,-6410.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"959",4.1,6,0,0,0,0,-27655.7,1,0,0,0,0,0,0,0,0,0,0,0,0,-6287.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"960",4.1,6.1,0,0,-1102,1,-56647.1,1,-47019.3,1,0,0,0,0,0,0,-61433.7,1,0,0,-2078.7,1,0,0,-39105.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37280,1,0,0
"961",4.1,6.2,-58750.3,1,0,0,-48636.7,1,-8710.7,1,0,0,0,0,0,0,0,0,0,0,-41483.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"962",4.1,6.3,0,0,-43814.1,1,0,0,0,0,0,0,0,0,0,0,-29920,1,-27834.2,1,0,0,0,0,-28002.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"963",4.1,6.4,0,0,-51019.9,1,-20819.2,1,0,0,0,0,-30001.5,1,-71149.9,1,-63078.7,1,0,0,0,0,-2591.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51056.7,1,-74510.1,1
"964",4.1,6.5,0,0,0,0,0,0,-71213.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"965",4.1,6.6,-52674.9,1,0,0,0,0,-61079.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37670.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"966",4.1,6.7,0,0,0,0,-64635.1,1,0,0,0,0,-45705.1,1,0,0,-65376.3,1,0,0,-21994.9,1,-55393,1,-28555.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71706.9,1,-63780.9,1,0,0,0,0
"967",4.1,6.8,0,0,-33272.8,1,-65309.4,1,0,0,0,0,0,0,0,0,0,0,0,0,-41658.7,1,0,0,-33773.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"968",4.1,6.9,-39458.5,1,-63238.9,1,0,0,-54676.9,1,0,0,0,0,0,0,-61554.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"969",4.1,7,0,0,-90594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64509.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"970",4.1,7.1,0,0,-54041.2,1,0,0,-46249,1,0,0,0,0,-60373.8,1,0,0,0,0,0,0,-39671.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"971",4.1,7.2,-57748.5,1,0,0,-42261.7,1,0,0,0,0,0,0,0,0,-64437.4,1,0,0,0,0,-40970.5,1,-42005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"972",4.1,7.3,0,0,-40299.6,1,-62308.1,1,-57605.5,1,0,0,0,0,-60087,1,0,0,0,0,-36612.1,1,0,0,-36681.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41783.5,1,0,0,0,0,0,0
"973",4.1,7.4,-39359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58669.6,1,0,0,0,0
"974",4.1,7.5,-38708.7,1,-115563,1,-78838.4,1,-70513.1,1,-36292.6,1,0,0,-39616.9,1,0,0,0,0,0,0,-29955.5,1,-55058.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62667.8,1,0,0
"975",4.1,7.6,-42455,1,0,0,-32703,1,-39319.7,1,0,0,-67827.2,1,0,0,0,0,0,0,0,0,-38986.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"976",4.1,7.7,0,0,0,0,-98204.1,1,-73909.5,1,0,0,0,0,0,0,0,0,0,0,-34683.1,1,-61191.4,1,-38262.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"977",4.1,7.8,-73498.6,1,-80328.2,1,0,0,0,0,0,0,-118638.4,1,0,0,0,0,-34607.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"978",4.1,7.9,0,0,0,0,-48839.9,1,-26585.2,1,0,0,0,0,-32659.9,1,0,0,0,0,-34372.5,1,-58600.7,1,-34946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"979",4.1,8,0,0,-25168.2,1,-32739.4,1,-51995.4,1,-43456.9,1,0,0,0,0,0,0,0,0,-32729.5,1,0,0,-45807.3,1,0,0,0,0,0,0,0,0,-85807.9,1,0,0,0,0,0,0,-67307.2,1,0,0,0,0,0,0
"980",4.1,8.1,-41513.4,1,-53468.9,1,0,0,-66499.6,1,0,0,0,0,0,0,0,0,0,0,0,0,-31175.1,1,-44561.3,1,0,0,0,0,0,0,0,0,0,0,0,0,-55963.6,1,0,0,0,0,0,0,-66491.3,1,0,0
"981",4.1,8.2,-84138.2,1,-48946.7,1,-52505.1,1,-64297.7,1,0,0,0,0,0,0,0,0,-34893.2,1,0,0,-53579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67443.3,1,0,0,0,0,0,0
"982",4.1,8.3,0,0,-38619.7,1,-78351.5,1,0,0,0,0,-49711.8,1,-64870.7,1,0,0,0,0,0,0,0,0,-32586.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"983",4.1,8.4,0,0,-3340.3,1,0,0,-21822.7,1,-42513.5,1,-55678.7,1,0,0,0,0,0,0,-40773.9,1,-21520.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64507.5,1,0,0,0,0,0,0,0,0,0,0
"984",4.1,8.5,-70105,1,0,0,-43818.8,1,-32295.9,1,-72430.5,1,0,0,0,0,-84077.5,1,0,0,-39964.6,1,0,0,-38996.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72358,1
"985",4.1,8.6,-48363.9,1,0,0,0,0,-60032.2,1,0,0,0,0,0,0,0,0,-39165.9,1,0,0,-52389.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73767.5,1,0,0,-58868.8,1,0,0
"986",4.1,8.7,0,0,-84724,1,-47520.3,1,0,0,0,0,0,0,0,0,0,0,0,0,-31448.5,1,0,0,-61569.8,1,0,0,0,0,0,0,0,0,-86051.1,1,0,0,0,0,0,0,0,0,0,0,0,0,-75211.8,1
"987",4.1,8.8,-70598.5,1,-62420,1,0,0,0,0,0,0,-62894.9,1,0,0,-66979.9,1,0,0,0,0,-38735.6,1,-39144.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"988",4.1,8.9,0,0,0,0,0,0,-57462.3,1,0,0,-71785.2,1,0,0,0,0,-50182.2,1,0,0,-28181,1,-51301.9,1,0,0,0,0,0,0,0,0,-73877.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"989",4.1,9,0,0,-45248.3,1,-48596.8,1,-112387.9,1,0,0,-64636.8,1,0,0,0,0,0,0,-40090.7,1,-62234.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75953.3,1,0,0
"990",4.1,9.1,-52077.1,1,-49433.8,1,-46716.7,1,0,0,-73581.6,1,0,0,0,0,0,0,-47197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74123.9,1,0,0,0,0,0,0,0,0,0,0,0,0,-80473.8,1
"991",4.1,9.2,0,0,-57731.8,1,0,0,-37863.4,1,0,0,-53249.5,1,0,0,-77000.8,1,0,0,-40282.5,1,-36704,1,-45414.6,1,0,0,0,0,0,0,0,0,-72031.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"992",4.1,9.3,-59882.1,1,-57117.7,1,-53838,1,0,0,0,0,0,0,-75036.3,1,0,0,0,0,-43402,1,-34690.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77676.9,1,0,0,0,0,0,0,-61306.6,1,0,0
"993",4.1,9.4,-55215.5,1,0,0,-76817.2,1,-45770.5,1,0,0,0,0,0,0,0,0,-36484.2,1,-30934.1,1,-34801.6,1,-49282.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73138.1,1,0,0,0,0,0,0
"994",4.1,9.5,-115474.1,1,-44963.2,1,-64521.5,1,-69486.7,1,0,0,0,0,-73917.8,1,-80433.4,1,-56150.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90754.5,1,-65122.6,1,0,0,0,0,0,0
"995",4.1,9.6,0,0,-59411.5,1,-72658.8,1,0,0,0,0,-59745.7,1,0,0,0,0,0,0,-39167.7,1,-48394.7,1,-36589.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65429.7,1
"996",4.1,9.7,0,0,-27586.1,1,0,0,0,0,0,0,-57304.2,1,-63416.8,1,-65603.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"997",4.1,9.8,-41832,1,-50765.3,1,0,0,0,0,0,0,0,0,0,0,0,0,-32119.3,1,-30299.1,1,-58136.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69899.7,1,0,0,0,0,0,0
"998",4.1,9.9,0,0,0,0,-85387.2,1,-74264.7,1,-71071.1,1,0,0,0,0,-68919.1,1,0,0,0,0,-63060.7,1,-47165.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63684.4,1,0,0
"999",4.1,10,-71241.5,1,-66754.8,1,0,0,-68355.1,1,0,0,0,0,-73459.6,1,-83834.4,1,-41768.7,1,-52512.5,1,-52573.1,1,-37011.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000",4.1,10.1,-48412.1,1,-77201.9,1,0,0,0,0,-61741.1,1,0,0,-38281.6,1,0,0,0,0,-31879.6,1,-55112.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55084.2,1,0,0,-66030.4,1,0,0
"1001",4.1,10.2,-51733.1,1,-73441.8,1,-38003.4,1,0,0,0,0,0,0,0,0,-44426.6,1,-37399.1,1,-40879.1,1,-45342.5,1,-42385.5,1,0,0,0,0,0,0,0,0,0,0,0,0,-81656.5,1,0,0,0,0,-70325.4,1,0,0,-80505.2,1
"1002",4.1,10.3,0,0,-64330.7,1,-71391.1,1,0,0,0,0,0,0,0,0,0,0,-36086.7,1,0,0,-49033.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1003",4.1,10.4,-50620.7,1,0,0,0,0,-54629.1,1,0,0,0,0,0,0,-68478.7,1,-35535.3,1,-39409.8,1,-65248.9,1,-39918.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56773.8,1,-62396.5,1,0,0,0,0
"1004",4.1,10.5,-63360.4,1,0,0,0,0,-71359.8,1,0,0,0,0,0,0,-79838.9,1,0,0,-47695.1,1,0,0,-35165.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55683,1,0,0,0,0
"1005",4.1,10.6,-61389.4,1,-36684.9,1,0,0,-61344.8,1,-63232.9,1,0,0,-65432.5,1,0,0,0,0,-49015,1,0,0,-41485.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68656.7,1,0,0,0,0,0,0
"1006",4.1,10.7,0,0,-124210.6,1,0,0,-60162.6,1,0,0,0,0,0,0,0,0,-47478,1,0,0,-43077.1,1,-36363.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69775.5,1,0,0,-62083.2,1
"1007",4.1,10.8,0,0,0,0,-56455.7,1,0,0,-75121.8,1,0,0,0,0,-75337.4,1,-33731.3,1,-45437.3,1,0,0,0,0,0,0,0,0,0,0,0,0,-89487.1,1,0,0,0,0,0,0,0,0,0,0,0,0,-89030.5,1
"1008",4.1,10.9,0,0,0,0,0,0,-95548.9,1,0,0,0,0,0,0,0,0,-37027,1,-54661.8,1,-24186.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1009",4.1,11,-65470.8,1,-164819.6,1,0,0,-132057.9,1,-52620.1,1,0,0,0,0,0,0,-48454,1,-39511.8,1,0,0,-38197.7,1,0,0,0,0,0,0,0,0,0,0,0,0,-67701,1,0,0,-80317.4,1,0,0,0,0,-79371.3,1
"1010",4.1,11.1,-74566,1,-53041.6,1,0,0,-65989.2,1,0,0,0,0,0,0,0,0,0,0,-61552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74768.2,1,0,0,0,0,0,0
"1011",4.1,11.2,0,0,-46615.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46873.4,1,-77318.6,1,-36428.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71201,1
"1012",4.1,11.3,0,0,-62024.3,1,0,0,-61829.8,1,-62028,1,0,0,-66773.4,1,-75628.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79272.3,1,0,0,0,0,-82103,1
"1013",4.1,11.4,0,0,0,0,-44644.2,1,-41781.2,1,-75822,1,0,0,0,0,0,0,-58857,1,0,0,-69182.6,1,-97425.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1014",4.1,11.5,0,0,-64836.9,1,0,0,-80900.1,1,0,0,-51388.2,1,0,0,0,0,-44865.3,1,-44619.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1015",4.1,11.6,0,0,-63197,1,-148732.5,1,-38830.4,1,0,0,0,0,0,0,-77954.2,1,-35106.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70044.7,1,0,0,0,0,0,0
"1016",4.1,11.7,-65084.9,1,-71153.8,1,0,0,0,0,0,0,0,0,0,0,0,0,-36669.3,1,-56684.8,1,-52098.8,1,-43282.7,1,0,0,0,0,0,0,0,0,0,0,0,0,-67346.6,1,0,0,0,0,0,0,0,0,0,0
"1017",4.2,1.9,0,0,0,0,0,0,16176.2,1,0,0,0,0,0,0,0,0,23674.4,1,28425.4,1,91016,1,36830.1,1,42485.2,1,23190.4,1,17734,1,29003.4,1,239921.2,1,228525.1,1,229564.3,1,241872.8,1,203323.2,1,206706.9,1,218211.5,1,144455.8,1
"1018",4.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15655.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019",4.2,2.1,0,0,0,0,0,0,25499.6,1,0,0,0,0,0,0,0,0,52002.8,1,60064.4,1,67567,1,69735.7,1,56267.5,1,32429,1,0,0,0,0,155169.2,1,145265.5,1,149172.8,1,141021.9,1,119736.1,1,128671.4,1,119186.7,1,110908,1
"1020",4.2,2.5,0,0,0,0,0,0,33316.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1021",4.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2038.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1022",4.2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1646.9,1,-1663.4,1,0,0,0,0,0,0,0,0,-43875.9,1,0,0
"1023",4.2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33097,1,0,0,0,0,-1213,1,0,0,-633,1,0,0
"1024",4.2,3.6,0,0,0,0,38165.3,1,0,0,0,0,0,0,0,0,0,0,0,0,40920.6,1,32218.2,1,32863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1025",4.2,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51319.2,1,62306.3,1,0,0,0,0,0,0,36714.9,1,44774.5,1
"1026",4.2,4,0,0,0,0,1067.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1027",4.2,4.1,17548,1,6363,1,0,0,4864.8,1,2307.1,1,4574.3,1,1289.5,1,2005,1,48549.7,1,30862.9,1,42938.2,1,42464.4,1,0,0,17540.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1028",4.2,4.2,0,0,0,0,0,0,42228.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1029",4.2,4.3,0,0,25273.8,1,0,0,0,0,0,0,0,0,25923.3,1,0,0,3112,1,4390.1,1,5936.2,1,7751.4,1,0,0,0,0,0,0,0,0,63663.9,1,62515.3,1,54748.9,1,65625.7,1,68159.2,1,68530.4,1,46936.3,1,61411.9,1
"1030",4.2,4.6,439,1,0,0,577.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1031",4.2,4.8,-28903.8,1,0,0,0,0,-44943,1,-4348.1,1,0,0,-34619.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1032",4.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35265.9,1,37698.4,1,31731.5,1,27966.8,1,0,0,0,0,0,0,0,0,112732.9,1,111392.8,1,112842.4,1,107235.9,1,120356.8,1,105829.6,1,105659.7,1,100600.4,1
"1033",4.3,1.3,60062.4,1,0,0,80536.5,1,80872.2,1,0,0,0,0,0,0,74608.9,1,284862.8,1,286220.5,1,0,0,250657.6,1,75779.8,1,109527.6,1,116395.7,1,49627.7,1,311891.6,1,321206.7,1,294493.6,1,327320.9,1,242776.3,1,252242.2,1,280683.5,1,273944.2,1
"1034",4.3,2,60554.2,1,69135.8,1,66521.9,1,59461.4,1,0,0,0,0,0,0,42514.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1035",4.3,3,-646,1,0,0,0,0,-969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27080.9,1,0,0,0,0,0,0,0,0,-8385,1,37476.8,1,0,0,0,0
